id,date,month,description,name,location,phase,type,html,date_night,month_night,is_night,priority,important,old_name,processed
158,9,11, 33rd al-Dai al-Mutlaq,"Urs Mubarak, Syedna Feer Khan Shujauddin RA","Ahmedabad, India",DAY,URS,1, te saath bhi aap ye ilm nashar kari ne azeem olamaa (Scholars) taiyar kida.</li><li>Aap Syedna Qutbuddin Shaheed (r.a.) na saath Qaidkhana (Jail)&nbsp;ma hata. Aap par je zulm thaya chhe," tehni zikar Syedi Hasanji Badshah (a.q.) ye """"Kitabul Tazkarah"""" ma kidi chhe.</li><li>Syedna Qutbuddin Shaheed (r.a.) ni shahadat na baad mumineen par ghano zulm thayo. Aurangzeb Syedna Shajauddin (r.a.) ne qaidi na haal ma Lahore lai gayo. Vahan aap ne ghora na ek astabal ma rakhela. Vahan je mojezo thayo te mashhur chhe. Astabal&nbsp;ma mohti aag laagi. Aag (Fire) ma saghla astabal jali gaya", magar aap no muqam jahan hato te jagah salamat rahi. Aa mojeza na sabab Mughal Badshah Shahjahan ye aap ne reha kari, maan ikram na saath Ahmedabad vapas mokla. Aap 1058 H. ma Ahmedabad vapas pohncha.</li><li>Aap na Dushmano ye yahan bhi aap ne sataya. Gujarat na Suba Gairatkhan ne shikayat kidi, aap ne fari qaid karaya. Aap 18 mahina qaid ma rahya. Baad ma aap ni rehai thai.</li><li>Aap na zaman ma Hujumiyah firqa ni fitnat thai. Dawat nu den [debt] ghanu thai gayu," je Syedna Ismail Badruddin Saheb (r.a.) ye adaa kidu.</li><li>4 Zilqad 1065 H. aap ye&nbsp;Moulai Hasanfir Saheb ni ziyarat vaste irado kido. Safar shuru kidi. Rasta ma ek talab (Pond)&nbsp;na najdeek namaz parhi. Namaz na baad aap na pet ma ghanu dard ( ain) shuru thayu. Aap ye kalam na kida. Hatta ke aap 9 Zilqad wafat thaya.</li><li>Aap ni qabr mubarak Syedna Qutbuddin Shaheed (r.a.) na jivaar ma chhe.&nbsp;</li><li>Syedna Shujauddin (r.a.) na baad Dawat nu markaz Ahmedabad si Jamnagar muntaqil (Transfer)&nbsp;thayu.</li></ul>""",8,10,True,,False,,True
159,9,12,Takbira from Fajr,Yawm ul-Arafa,,DAY,OTHER,,,,False,,False,,
160,1,12,12th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Mohammed bin Syedi Hatim bin Syedna Husain bin Ali RA",Yemen,DAY,URS,"<ul><li>Syedna Mohammed r.a. 'Aale Valid' na 6tha (sixth) Dai chhe,1,1 mahino ane 21 din rahyo.</li><li>Fazal, zohad, ilm ane ilm ma aap kamaal ne pohncha tha. Yej misal fasahat ane balagat ma be-misal tha.</li><li>Aap ye Syedna Ibrahim [r.a.] na zaman ma Haj kidi. Vahan ghana Islami oloma na&nbsp;saath aap ye ilmi guftagu kidi. Jivare aap pachha tashreef laya, tivare Syedna Ibrahim [r.a.] ye aap nu ajab shaan si isteqbal kidu hatu.</li><li>Aap na kakera bhai Syedna Ali r.a. (13 ma Dai), aap na Mazoon tha ane aap ni husaam [sword] tha.</li><li>Aap na teen shahzadao:&nbsp;</li><li>{1} Syedi Ali a.q.--&nbsp;</li><li>Mohta Shahzada-Aap Saheb-e-kamal tha. Ilm, amal ane taqwa ma be-misal tha. Syedi Ali&nbsp;a.q&nbsp;Hajj par aap na bavaji na saath&nbsp;hata. Syedi Ali&nbsp;a.q&nbsp;Syedna Mohammed&nbsp;r.a.&nbsp;ni hayaati maj vafat thai gaya. 729 H.&nbsp;Syedna Mohammed (r.a.) ye ehna gam ma dardnak Marasiyah likha chhe. Syedi Ali a.q. na be farzand, Syedna Abdullah r.a. ( 16 ma Dai ) ane Syedi Husain Syedna Mohammed r.a. ni kafalat ma tarbiyat lidi.</li><li>{2} Syedna Abdul Muttalib r.a. ( 14ma Dai), ane&nbsp;</li><li>{3} Syedna Abbas r.a. ( 15ma Dai)&nbsp;hata.</li><li>Syedna Mohammed [r.a.].&nbsp;1 Zilhaj-ul- Haram, 729 H. bimari ma vafat thaya. Aap ni qabr Hisne Afedah ma chhe.</li></ul>",30,11,True,,False,,True
161,18,9,"19mi Raat, Washeq",Lailat al-Fahdil,,NIGHT,WASHEQ,,19,9,True,,True,,
162,13,11,9th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Ali bin Syedna Husain RA","Sanaa, Yemen",DAY,URS,1, tesi Sultan Mohammed bin Hatim ni arz par si aap Urus padhari gaya. Vahan aap ye shariat na maalim qayam kida. Mumineen ni susti duur kari. Quran Majid ni tilavat raat din, aap nu mohtu shugal hatu.</li><li>Aap na Mazoon Syedi Husain bin Syedna Ali bin Hanzala r.a. tha. Aap Sanaa ma rehta.&nbsp;Mazoon na bhaio bhi khidmat ma saath hata. 677H. ma Mazoon Syedi Husain A.Q vafat thaya. Aap ne ghano sadmo pohncho. Mazoon na Matam ma aap ye Marasiyah likha chhe. Aap ye Syedna Ali bin Syedna Husain r.a. ne mazoon na rutba ma qayam kida.</li><li>Aap na Mukasir Sheikhul Afzal&nbsp;Asad bin Hatim Sanjani bhi Sana'a ma hata.</li><li>Sanaa ma fitnat na vadal duur thaata, Syedna Ali ye Sanaa ne pachhu Darul Hijrat banayu.</li><li>Aap ye aap na Mazoon na dikra Syedna Ali bin Husain r.a. par nas farmavi.</li><li>13 Zilqadul Haram aap Sana'a ma vafat thaya. Aap ni Qabr mubarak Sana'a ma chhe," magar jagah maruf nathi.</li></ul>""",12,10,True,,False,,True
163,13,12,,Urus Mawlai Feroz bin Ismail,"Ahmedabad, India",DAY,URS,"<ul><li>24ma Dai Syedna Yusuf Najmuddin [r.a.] na aap Hudud ma si tha.</li><li>Aap ni zikar Syedi Khoj bin Malek saheb a.q. potana risala ma laya chhe.</li><li>Ahmedabad ma Kankaria Railway Yard na najdik aap ni qabr chhe. Qabr par chhatri chhe.</li><li>Aap ni qabr torva vaste Railway ye ghani koshish kidi hati,1,12,11,True,,False,,
164,27,12,48th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Abdulhusain Husamuddin bin Syedna Tayyeb Zainuddin RA","Ahmedabad, India",DAY,URS,"",26,11,True,,False,,True
165,22,9,,Lailat al-Qadr,,NIGHT,IMPORTANT_night,,,,True,,True,,True
166,22,11,,Urs Syedi Shaikh Sadiq Ali Saheb AQ,Surat,DAY,URS,"<ul><li>Allama, Syedi Sadikali Saheb a.q. ye teen Doat [ 42-43-44 ] ni khidmat kidi.</li><li>Lisane Dawat ma&nbsp;aap ye je ghani Nasihato likhi chhe,1, Shariyat ni bulandi ni zikar, Fikeh na Ehkaam [Rules] , falsafat [philosophy] , ane hikmat, ghanu ghanu jame [collect] kidu. Taweel ane Haqaek na raaz ane isharaat bhi ehma chhe.</li><li>Imam Husain a.s. ni purgam zikar ma aap no ajeeb andaz chhe, nirali shaan chhe. Tej misal Syedna Qutbuddin shaheed r.a. na hadesa vaste aap no koi javab nathi.</li><li>Ej misal Urdu ane Arabic ma bhi aap na balig ashaar chhe.</li><li>Dawat ni majalis ma hamesha aap na kalaam parhay chhe.</li><li>Aap ni qabr Surat ma Begampura ni Najmi Masjid na niche chhe. Qabr par chhatri chhe.</li></ul>",21,11,True,,False,,True
167,27,12,48th al-Dai al-Mutlaq ,"Urs Mubarak, Syedna Abdulhusain Husamuddin bin Syedna Tayyeb Zainuddin RA","Ahmedabad, India",DAY,URS,1, ane Karbala Shareef ni ziyarat kidi.</li><li>Aap no aawaz ghano buland hato. Surat ni Masjid-e-Azam ma aap Waaz&nbsp;karta to mic bagair aap no aawaz Qubba tak sunato.</li><li>Aap na zaman ma, 1272 H. [ 1857 A.D. ] ma English sarkar na samne Azadi ni ladai shuru thai.</li><li>Karachi ma 1304H. 1887 A.D. ma aap ye Faize Husaini qayam kidi.</li><li>Aap ye ghana bilado ma safar kidi chhe. Karachi, Lunavada, ane Khambat ni aap ni safar yadgar chhe. 1308 H. ma Aakhir ma Mumbai si Valsad, Pardi, Navsari, Bharuch ane Vadodra thai aap Ahmedabad padhara. Syedna Abdullah Badruddin [r.a.}, ane Syedi Abdeali Mohiyuddin [a.q.] aap na saath tha. Yahan aap bimar thaya, ane 70 varas ni umare," 27 Zilhaj 1308 H. aap Ahmedabad ma vafat thaya. Tajpur ni Masjid ma aap na janaza ni namaz thai.</li><li>Aap ni qabr mubarak Mazare Qutbi ma chhe.</li></ul>""",26,11,True,,False,,True
168,3,10,"Mumbai, India.",Urus Shehzadi Sakina Bhensaheba,"Mumbai, India",DAY,URS,1, Sakina Baisaheba na valeda nu naam Fatema Aai Saheba hatu.</li><li>Bachpan si aap zaheen, chaalak ane aap na aali nasab ni khubio ne shobhavnar hata.</li><li>Majalis ma aap abyaat,ane tilavat farmavta to majlis ma vajad aavi jaatu. Aap no awaz ghano mitho hato.</li><li>Shaban 1354 H. ma aap ne bulugiyat hasil thata Salgerah na din aap no Misaq levayo.</li><li>Aap&nbsp;Be mahina maj, Shawwal ma faqt 24 kalak ni bimari ma aap wafat thaya. Aap ni umar 15 varas ni hati.</li><li>Dail Ajal," Syedna Taher Saifuddin [r.a.] ne aap na wafat no gehro sadmo pohncho.</li><li>Mumbai ma Charni Road station na samne aap na Mazar chhe. Roj hazaro mumineen aap ni qabr par hazir thay chhe.</li></ul><p><br></p>""",2,9,True,,False,,
169,16,12,,Urus Syedi Ishaq Bhaishaeb Jamaluddin (AQ),"Mumbai, India",DAY,URS,"<ul><li>Aap ni viladat 48ma Dai Syedna Husamuddin [r.a.] na zaman ma Surat ma thai [1305 H.].</li><li>Aap na valeda Kulsumbai Saheba binte Miyansaheb Roshanali Burhanpurwala chhe. 45ma Dai,1, Yusufbhai saheb, thaya, je navjavani ma wafat thaya. [1361 H.] jemni qabr Ujjain ma Rozat Najmiya na bahar chhatri ma chhe.</li><li>Asmabai saheba na wafat na baad aap ye ehna bahen Zainabbai Saheba na saath kidi. [ 1334 H. ]Te baad Husainabai binte Mulla Hasanali Burhanpurwala na saath shaadi kidi.</li><li>1335 H. ma Syedna Taher Saifuddin [r.a.] ye aap ne Mukasir na rutba ma qayam kida.</li><li>42 varas tak aap ye Dawat ni khidmat kidi, je ma si 40 varas aap Surat na Aamil rahya.</li><li>Aap ye chaar [4] waqt Karbala ni safar kidi.</li><li>Nana mota sau aap ne khub chahta hata. Aap ne Mumineen ' Hamara Ishaqbhi Saheb' kehta.</li><li>Masjid ni muvazebaat, Dawat ni khidmat, mumineen ni kherkhwahi ane ilm ni dosti, aap na ikhlak no majmo [sarvalo] chhe.</li><li>16 Zilhaj 1377 H. 72 varas ni umare Mumbai ma aap wafat thaya. Nariyalwadi ma aap madfoon chhe. Aap ni qabr par chhtri chhe. Hazaro mumineen roz aap ni ziyarat kare chhe. Front ma Mukasire Dawat Syedi Ishaqbhai Saheb ni Qabr chhe. javar ma Mukasire Dawat Syedi Salehbhai Saheb ni Qabr chhe.</li></ul><p><br></p>",15,12,True,,False,,
170,6,12,,Urs Syedi Khoj bin Malak,Kaparwanj,DAY,URS,"<ul><li>Syedi Khoj bin Malek Saheb (a.q.) no maqaam Dawat ma ghano uncho [ High ] chhe.</li><li>Shuru ni taalim aap ye Dail Ajal Syedna Jalal Shamshuddin (r.a.) si lidi. Aap ye teen Doat, 25ma Dai,1,&nbsp;Dai&nbsp;26ma Dai,&nbsp;Syedna&nbsp;Dawood bin Ajabshah RA ane&nbsp;27ma Dai,&nbsp;Syedna&nbsp;Dawood bin Qutubshah RA ni&nbsp;ghani khidmat kidi&nbsp;chhe.</li><li>Dushmano ye aap ne ghani taklif pohnchavi chhe. Dail Ajal Syedna Shekhadam Safiuddin (r.a.) ni saathe aap bhi qaid ma hata.</li><li>Syedi Khoj bin Malek Saheb (a.q.) Vinayak ni nasal ma si chhe. Vinayak Gujarat na aalim Bahman hata je Arabo saathe vepar karta. Pehla Dai, Dail Ajal&nbsp;Syedna Zoeb (r.a.) na zaman ma Vinayak Yemen ma potana qabila na saath Dawtul Haq ma shamil thaya. Aap na Paanch bhaio hata. Aap ye aap ni potani pehchan aap na kitab 'Bazarul BiDAYat' ma aa misal aapi chhe:&nbsp;'Khoj bin Malek bin Mohammed bin Ahmed bin Ibrahim bin Ishaq bin Vinayak'</li><li>Syedi Khoj bin Malek Saheb (a.q.) na chha [6] Rasail mashhoor chhe......&nbsp;1-Sarvare Avliyah,&nbsp;2-Nurul Huda&nbsp;3-Bazarul Mohabbat va Sheefa, 4-Bazarul BiDAYat, 5-Hadiqatul Janan,&nbsp;6-Hadiqatun Naam&nbsp;</li><li>Syedi Khoj bin Malek Saheb (a.q.) 1006 H. ma Kapadvanj ma wafat thaya. Aap na Roza aalishan chhe.</li><li>Qabrastan ma ek masjid chhe, je ni&nbsp;Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;1430H. ma Kapadvanj padharela&nbsp;tivare, iftitah kidi hati.</li></ul>",5,12,True,,False,,True
171,7,10,Yemen,Urs Syedna Mohammed bin Taher RA,Yemen,DAY,URS,"<ul><li>Moulana Mohammed bin Taher, A.Q&nbsp;Bija Dai,1, beve na mahir [ expert ] tha. Har jang ma aap Dai ni saath rehta. Aap Sana'a ma muqeem tha. Aap sana'a ma wafat thaya che, magar aap ni qabr aaj maruf nathi.</li><li>Aap "" Baweesa na Saheb' si mashhoor chhe.&nbsp;,&nbsp;&nbsp;Doa-e-Aqle Awwal- [Baweesa ]-&nbsp;na likhnar maula aap chhe. Ilm-o-Hikmat ma aap mashhoor chhe.</li><li>Aap ni mashhoor kitabo ma...</li><li>1-""Majmu-ul-Tarbiyah&nbsp;: Be bhag ma chhe. Ek ma Namaz roza na taweel ane Imamo par behas chhe. Bija ma Haqeekat ane akhlaak na bayan chhe.</li><li>2-""Risalatul Haqaaiq"": Aamal, Hayula ane Aalamul Kabir na bayan chhe.</li><li>3-""Lamaul Anwar""- Ismail Nabi na bayan chhe.</li><li>4-""Al Hamimiyah"" Syedna Hatim [r.a.] na dushmano ne jawab chhe.</li><li>5-6:&nbsp;Hadaeq-ul-albaab, Al anwar-ul lateefa,&nbsp;Haqeekat na kitab chhe.</li><li>Aap&nbsp;7 Shawwal 574 H. [1188 A.D.] Sana'a ma&nbsp;Vafat thaya chhe. Turbat ma'aroof nathi.</li><li>Aap na baad Syedna Hatim r.a. ye Syedna Ali bin Mohammed Valid ne Mazoon ane Syedna Ali bin Syedna Hatim r.a. ne Mukasir na rutba ma qayam kida.</li></ul>",6,10,True,,False,,True
172,12,12,,Takbira,,DAY,OTHER,,,,False,,False,,
173,10,10,,Urs Syedna Hebatullah Al-Moayyad Shirazi RA,Misr,DAY,URS,"<ul><li>Dai-d-Doat, Syedna Hebatullah bin Abi Imran Moosa al Moayed Shirazi r.a. ni viladat Shiraz (Iran) ma thai. Vahan aap na aaba ajdaad ye Fatemi Aimmat ni ghani khidmat kidi chhe. Yej misal aap bhi arsa tak vahan khidmat kidi.</li><li>Shiraz na Badshah Abu Kalijaar ni fitnat na sabab aap ne watan muki devu paru. Aap vahan si Mashhadain Moazzamin [Karbala-Najaf] ni ziyarat vaste padhara ane vahan si aap Misr pohncha.</li><li>Misr ma aap par ghana imtehanat thaya. Imam Mustansi Billah a.s. ni 40 din tak aap ne&nbsp;qadambosi naseeb na thai. Aap ye Imam a.s. ni hazarat ma Qasida mokla ane Imam a.s. ye javab ma aap ne ilm nashar karva ni khidmat sonpi.&nbsp;</li><li>[Aap Moulana Ali a.s. ni zarih Mubarak par ghana valvala si arz kare chhe: Aba Hasane ya naziran Nazira......je apan Qurane Shareef ni tilavat na baad parhiye chhe.]</li><li>Imam Zahir a.s. na taraf si Shiraz ane Ehvaz ma Dawat qayam kidi. Imam Zahir a.s. Misr ma vafat thaya,1, te ""Darul Ilm"" na naam si mashoor hatu, ane te&nbsp;Aljamea Alaqmar na samne hatu.</li><li>Vahn Imam a.s. ni raza si har Khamis [ThursDAY] na din ilm-o-Hikmat ni ek Majlis aap parhta. Yeh misal aap ye 800 Majlis parhi chhe.</li><li>Aap 'Babul Abvab' na azimushshan&nbsp;rutba ne pohncha.</li><li>Aap talwar ane qalam beve na mahir tha. Aap ye qalam si Bagdad fateh kidu.</li><li>Ibadat ma, rasmo rivaj ma, tijaraat ma, tamam jagah ye Maula ni barakat apne mile chhe. Mumin na maiyat ni Sadaqallah, Doat na urs ni Sadaqallah, Shaharullah na akhari Daska ni Doa, Idd ni Doa, Hafta [week] ni saat [7] Doa, Tasbihul Aazam ni Doa, Asharah Mubarakah ni majalis ni Arabi ibarat, Baweesa ni munajat, Khamis na Qasidah, ane roz parhiye chhe te ""Aba Hasan' no Qasido............Aap na Ilm na khazana no&nbsp;koi paar nathi.</li><li>Satar ni tamheed ma Imam a.s. ni raza si aap ye Syedna Lamak r.a.ne Ilm ma taiyar kida, je barakat Yemen ane pachhi Hind tak pohnchi.</li><li>Aap Qahera ma 10 Shawwal ul Karim 470 H. ma vafat thaya. Imam Mustansir a.s. ye aap na janaza par Namaz parhavi, ane yej Darul Ilm ma aap ne dafan karva ma ayaa, magar aaj yeh makan ya qabr mubarak na asaar maujud nathi.</li></ul>",9,10,True,,False,,True
174,18,12,Rozu,Yawm al-Eid-e-Gadhir-e-Khum,,DAY,EID, ,,,False,,True,,True
175,29,10,,Urus Syedi Bawa Mulla Khan Saheb,"Rampura, India",DAY,URS,"<ul><li>Syedi Bawa Mulla Khan (a.q.),1, mashvaro [advice] leta ane te mutabik amal karta.</li><li>Hamesha aap mumineen ni khairkhwahi karta. Mumineen ni havaej [need] vaste aap ye aap na ghar ni paase ek ghoro [horse] bandhi raakho hato. Je koi ne kai bhi kaam hoy, te ehne lai jaay ane kaam tamam thay tivare paachho bandhi jaay.</li><li>Aap na farzand Syedi Abdulqadar Hakimuddin (a.q.) Hafizul Quran tha.</li><li>Syedi Bawa Mulla Khan Saheb Dawat ni khidmat ghana khulus na saath karta. Syedi Abdul Qadar Hakimuddin aap na panchma farzand hata. Aap ye temne Dail Ajal Syedna Zakiuddin (r.a.) ni hazrat ma 'Khumus' ma arz kida.</li><li>Dawat ni aavi khidmat no ajar Khuda Taala ye yeh kido ke aap ni nasal ma 13 Doat, 9 Mazooneen, 5 Mukaserieen ane ketla ye Hudud thaya.</li><li>Aap 29 Shawwal 1114 H. vafat thaya. Aap na Qubbat Rampura ma chhe. 1406 H. ma&nbsp;Dail Ajal Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA)&nbsp;ye nava Qubbat ni taamir kidi chhe.</li><li>Aaap na javar ma aap na farzand syedi Mohammedbhai, ane aap na bairo Havva aai saheb ni quboor chhe. Pratapgarh ma kakaji eesabhai syedi Mohammedbhai na farzand chhe.</li><li>Syedi Bawa Mulla Khan (a.q.),&nbsp;na qubba ni bahar sahan ma 6 nani quboor chhe, je aap moula na farzando ma si chhe, em kahe chhe.</li><li>Qubbani pachhal qabrastan ma aap na ustad ane bija udud ni quboor chhe.</li><li>Rampura gaam ma mumineen vasti chhe, vahan Syedi Bawa Mulla Khan (a.q.), nu makan chhe. Syedi Abdulqadar Hakimuddin [madfoon burhanpur] nu makan bhi chhe, jema Syedi abdulqadar Hakimuddin&nbsp;ni viladat thai hati.</li><li>Rampura na najdeek Kukreshwar gaam ma aap na dikri Mariambai saheba na mazar chhe. Vahan jai sakay chhe.</li></ul>",28,10,True,,False,,
176,28,6,,Urs Syedna Yahya bin Syedna Lamak RA,"Lahab, Yemen",DAY,URS,<p>N/A</p>,28,6,True,,False,,True
177,11,11,,Urs Syedi Hasan bin Nooh Bharuchi,"Masaar, Yemen",DAY,URS,"<p class=""ql-align-center""><br></p><ul><li>Aap Bharuch na rehvasi hata. Hindustan si&nbsp;873H [1469 A.D.] ma 20 varas ni umare aap Yemen aaya. Aap Maletujjar vepario na badahah ginata. Aap na bava-Dada Gujarat na aagevan vepario hata. Aap no vepar Hindustan,1, Mecca, Misr ane Shaam na shehro ma felaelo hato.</li><li>Aap Masaar ma rehta hata. 20ma Dail Ajal, Syedna Hasan Badruddin (r.a.) ni hazrat ma rahi ne aap ye ilm hasil kidu, yahan tak ke aap ye ek azimus-shan kitab likha, je nu naam "" Kitabul Azhaar"" chhe.</li><li>Doat Kiram ye aap ne Hind, Sind ane Yemen na jazira ma ilm na nizam ni ane ilm nashar karvani raza farmavi, ane farmayu ke aap jene chaho, ane je shaan si chaho, ilm parhavo. Aap ye aa raza maubarak ni barakat si Syedna Yusuf Najmuddin (r.a.), Syedna Jalal Shamsuddin (r.a.) ane Moulai Malak bin Firoz&nbsp;ilm nasar kidu.</li><li>Dawate Hadiyah na kuul [total] umur chare Doat na zaman ma aap ni taraf rahya. Moulai Raj bin Moulai Hasan, Maulai Abdul Wahab bin Maulai Firoz, Maulai Qasamji, aa saghla Vulatul Hind, kuul umur aap ni taraf pesh karta, ane&nbsp;Vajebat arz karta.</li><li>Aap ye Syedna Hasan Badruddin (r.a.) si Syedna Mohammed Izzuddin (r.a.) tak chaar (4) Doat ni khidmat kidi. Aap jano maal si Dawat par nisar tha. Dushmano si jehad ma hazaro rupiya kharachnar tha. Khuda Taala ye aap ni khidmat ni jazaa ye aapi ke aap ni nasal ma Haq na Dai Syedna Ali Shamshuddin (r.a.)-30ma Dai- thaya.</li><li>Aap na Shehzadi Naamatbai ni shaadi Syedi Idris bin Syedna Ali Shamshuddin [22ma dai] (a.q.) na saath thai. Aap na shikam si Syedi Hasan (a.q.) janaya, ane ehna farzand Dail Ajal Syedna Ali Shamshuddin (r.a.) [30ma Dai] chhe.</li><li>Aap 24ma Dai, Syedna Mohammed Izzuddin (r.a.) na zaman ma 11 Zilqadul Haram 945 H. ma&nbsp;wafat thaya. Aap ni qabr mubarak Masaar na killa na darvaza na qareeb chhe.</li><li>Aap ni umar 95 varas ni hati.</li><li>Aap nu laqab Badruddin chhe.</li><li>Taybah-Yemen ma aap ye ek Masjid banavi chhe.</li><li>Aap na dikri Fatema ni qabr Taybah (Yemen) ma chhe.magar maaruf nathi.</li></ul><p><br></p>",10,11,True,,False,,True
178,1,7,Rozu,Rajab al-Asab Pehli taarik,,DAY,OTHER,,,,False,,False,,
179,15,11,Binte Syedna Ismail Badruddin (AQ),Urs Bai Saheba Rani Baisaheba binte Syedna Ismail Badruddin AQ,Mundra,DAY,URS,<p>N/A</p>,14,12,True,,False,,True
180,7,7, 28th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Shaikh Adam Safiyuddin RA","Ahmedabad, India",DAY,URS,1, te baad Syedna Jalal Shamsuddin (RA) ni hazrat ma Ahmedabad ilm parhva aaya.</li><li>Aap Hudud Fozola na saath Makkah padhara ane vahan si&nbsp;Syedna Yusuf&nbsp;Najmuddin (r.a.) ni hazrat ma Yemen aaya ane Dai ni khidmat ma rahya. Syedna Yusuf (r.a.) na vafat na baad aap Hind pachha vala chhe. Syedna Dawood bin Ajabshah (r.a.) ye aap ne hadiyat na martaba ma charhaya.</li><li>Aap ye chaar doat ni khidmat kidi. S. Dawood bin Qutubshah na zaman ma aap Deccan ma Dawat vaste padhara chhe.</li><li>Gujarat na Sultano na taraf si zulm barhta rahya.&nbsp;Laeen Suleiman ni fitnat ma aap Syedna Dawood (r.a.) ni dhaal [ protection] bani ne khara rahya. Har imtehan par aap sabar karta.</li><li>Aap nu Sabre Azeem, Husnul Bayan ane Sheerin Zabani, aap na moajezat ma si chhe.</li><li>Ahmedabad na Suba Shah Murad ye aap ne qaid kida. Aap na saath Almoula Ali Mohammed Bin Firoz (a.q.), Syedi Khoj bin Malek Saheb (a.q.) ane bija ghana Hudud tha.[ Aa saghla Qaidiyo, je aap na saath hata, te saghla ni qubur Moulai Hasan bin Moulai Adam na Roza si magrib (west) taraf jata aave chhe.] Qaidkhana ma dushmano aap ne undha latkavi ne marta. Aap saghla ne, qaidkhana ma&nbsp;Jalalpur [ shayad aajnu jamalpur] na Mumineen jaman ane paani pohnchavta, ane kapra namazi karta.</li><li>Suleman ni fitnat ma aa misal aap ye ghani janfeshani kidi. Aap ne aakhari umar ma sehat par ghano asar thayi gayo, aankh ni binai kam thai. Dushmano aap par taan karta.</li><li>75 varas ni umare," 7 Rajabul Asab 1030 H. ma aap Ahmedabad ma vafat thaya. Al Hayyul Muqaddas Syedna Mohammed Burhanuddin Aqa (RA) ye aap na nava roza ni tameer kidi.</li></ul>""",6,6,True,,False,,True
181,27,11,"Zikra, 51st al-Dai al-Mutlaq","Milad Mubarak, Syedna Taher Saifuddin RA",Mumbai,DAY,MILAD,,26,11,True,,False,,True
182,14,7,Rozu,Ayyam ul-Beez,,DAY,OTHER,,,,False,,False,,
183,9,12,Washeq,Lailat al-Eid-al-Adha,,NIGHT,EID, ,9,12,True,,True,,True
184,17,7,,Ayyam al-Barakaat ul-Khuldiyah,,DAY,OTHER,,,,False,,False,,
186,24,7,Yemen,Urus Syedi Qamruddin Bhaisaheb bin Syedna Haibatullah Al Muaid (AQ),"Hutaib mubarak, Yemen",DAY,URS,"<ul><li>Syedna Abdul Muttalib Najmuddin [r.a.]&nbsp;Aale Valid na aathma [8th] Dai chhe.</li><li>Aap Zamarmar ma qayam thaya. Dawat na nizam ne mazboot kido.</li><li>Aap na bhai Syedna Abbas [r.a.] ye aap ni muavenat [ assist] kidi,1, aap na saath suleh karva par majboor thayo.</li><li>Aap mashoor ravat [brave man] tha. Aap na saath Shaikh Hasan bin Syedna Ali tha.</li><li>Aap ne Haj naseeb thai chhe.</li><li>Rivayat ma chhe ke,&nbsp;""Jiv ni Bakri""&nbsp;ni rasam aap ye jaari kidi chhe.</li><li>Aap 24 Rajabul Asab 755 H vafat thaya ane&nbsp;Hisne Zamarmar par dafan thaya chhe, Masjid na sahan ma, magar qabr nathi.</li><li>Aap ni umr 85 varas ni thi.</li></ul>",23,7,True,,False,,
187,27,12,49th al-Dai al-Mutlaq,"Urs Mubarak, Syedna Mohammed Burhanuddin bin Syedna Abdulqadir Najmuddin RA","Surat, India",DAY,URS,1, Faiz shuru karva ni hati. Jeddah, Galiakot, Ahmedabad ane Jamnagar ma zaaereen ne jamarvani rasam aap ye shuru kidi.</li><li>Aap na daur ma koi Abdulhusain ye Nagpur ma 'Mehdi Baugh' no firqo shuru kido.</li><li>Nagpur maj koi Abdulqadar Chimthanwala ye potane 100ma Imam no dawo kari, 'Pidri Baug' no firqo shuru kido.</li><li>Aap na zaman ni mashhoor tameerat&nbsp;: Mumbai ma Market ni&nbsp;Masjid, Qutbi Masjid&nbsp;Madanpura Masjid;&nbsp;Kapadvanj, Dahod, Madras, Rangoon ane Singapore ni Masjid,&nbsp;Surat ma Musaraj ni Wadi , Sidhpur ma&nbsp;Musafarkhana, Madresa ane Shifakhana ," Ahmedabad ma Faize Qutbi vagere.</li><li>27 Zilhaj&nbsp;1323 H. aap Surat ma vafat thaya.</li></ul>""",26,11,True,,False,,True
